customer_id,signup_date,age,gender,country,segment,is_churned,lifetime_value,email_opt_in,has_app,username,email,password
C03121,6/21/2024,21,F,IN,Regular,0,1400.94,0,0,user_c03121,user_c03121@gmail.com,03122Og9r4O
C03122,3/24/2023,39,M,FR,Regular,0,492.59,1,1,user_c03122,user_c03122@gmail.com,03123RI56C9
C03123,8/31/2021,29,M,DE,Regular,0,1473.65,0,1,user_c03123,user_c03123@gmail.com,031244Hlq6R
C03124,10/3/2023,37,M,UK,Budget Shopper,0,396.34,1,1,user_c03124,user_c03124@gmail.com,03125w4vzLA
C03125,5/10/2021,40,F,UK,Budget Shopper,0,481.64,1,0,user_c03125,user_c03125@gmail.com,031268rtmcL
C03126,3/3/2022,56,Prefer not to say,UK,Regular,0,886.64,1,0,user_c03126,user_c03126@gmail.com,03127HSv1Nh
C03127,3/26/2023,40,M,US,Budget Shopper,0,333.76,0,1,user_c03127,user_c03127@gmail.com,03128BYDK9Y
C03128,3/27/2020,27,M,UK,Premium,0,1944.67,1,1,user_c03128,user_c03128@gmail.com,03129YwshaF
C03129,5/16/2021,43,F,US,VIP,0,3965.89,1,0,user_c03129,user_c03129@gmail.com,031307RjDRj
C03130,10/15/2023,25,Non-binary,US,Regular,0,761.48,1,0,user_c03130,user_c03130@gmail.com,03131H9sNJQ
C03131,4/13/2021,45,M,US,VIP,0,6928.11,1,0,user_c03131,user_c03131@gmail.com,03132ktFseZ
C03132,1/5/2021,35,F,MX,Budget Shopper,0,378.81,1,1,user_c03132,user_c03132@gmail.com,03133saDcns
C03133,4/20/2023,39,F,MX,Budget Shopper,0,264.12,1,1,user_c03133,user_c03133@gmail.com,031340LhdFt
C03134,4/11/2020,18,M,FR,Premium,0,1161.34,0,1,user_c03134,user_c03134@gmail.com,03135aBwQ1a
C03135,12/24/2020,18,F,IN,Premium,0,2661.39,1,1,user_c03135,user_c03135@gmail.com,03136dqiw4s
C03136,10/29/2021,18,F,US,Premium,0,1359.56,0,1,user_c03136,user_c03136@gmail.com,03137Y2GQ9X
C03137,10/1/2021,55,M,US,Budget Shopper,0,477.73,0,0,user_c03137,user_c03137@gmail.com,03138Jj9fTr
C03138,10/21/2020,21,M,US,Premium,0,3581.74,0,0,user_c03138,user_c03138@gmail.com,03139jUmBL6
C03139,12/2/2023,43,M,US,Regular,0,1150.03,1,1,user_c03139,user_c03139@gmail.com,03140fsocE7
C03140,9/20/2023,27,M,FR,Regular,0,1189.12,1,0,user_c03140,user_c03140@gmail.com,03141wpZROy
C03141,4/14/2021,32,F,US,Budget Shopper,1,433.79,0,1,user_c03141,user_c03141@gmail.com,03142Bz95g5
C03142,10/9/2024,34,F,JP,Occasional Visitor,0,797.32,1,0,user_c03142,user_c03142@gmail.com,03143q6tMtl
C03143,8/21/2022,54,F,DE,Budget Shopper,0,473.03,1,0,user_c03143,user_c03143@gmail.com,03144KBR4uZ
C03144,7/3/2020,42,F,US,Premium,0,2585.23,1,0,user_c03144,user_c03144@gmail.com,03145LiRXmq
C03145,3/2/2024,39,M,AU,Regular,0,1555.71,0,1,user_c03145,user_c03145@gmail.com,03146iAJmtt
C03146,3/6/2021,50,M,IN,Premium,1,2143.78,1,1,user_c03146,user_c03146@gmail.com,03147ftK7OD
C03147,2/19/2021,27,F,CA,Premium,0,1927.26,1,0,user_c03147,user_c03147@gmail.com,03148IlyY41
C03148,7/6/2020,47,M,US,VIP,0,4905.59,0,0,user_c03148,user_c03148@gmail.com,03149BgiHCS
C03149,2/5/2024,45,M,UK,Budget Shopper,0,620.02,0,0,user_c03149,user_c03149@gmail.com,03150uG7RTw
C03150,1/1/2022,45,F,CA,Budget Shopper,0,457.7,1,0,user_c03150,user_c03150@gmail.com,03151DwBDA9
C03151,1/26/2023,33,F,FR,Regular,1,1173.3,1,0,user_c03151,user_c03151@gmail.com,03152ADb6Jb
C03152,2/17/2024,29,M,US,Regular,0,1240.62,0,0,user_c03152,user_c03152@gmail.com,031539XAfWi
C03153,10/2/2023,24,F,IN,Budget Shopper,0,769.08,1,1,user_c03153,user_c03153@gmail.com,03154N6tYpL
C03154,10/4/2022,25,M,US,Budget Shopper,0,615.32,1,1,user_c03154,user_c03154@gmail.com,03155GxiNI5
C03155,3/17/2022,23,F,MX,Regular,1,860,1,1,user_c03155,user_c03155@gmail.com,03156K4sdW2
C03156,4/16/2023,39,F,US,Budget Shopper,0,226.1,1,1,user_c03156,user_c03156@gmail.com,03157zizQaD
C03157,4/15/2024,32,F,IN,Budget Shopper,0,518.8,1,0,user_c03157,user_c03157@gmail.com,03158ZW3HD1
C03158,5/9/2022,40,M,US,VIP,0,4118.57,1,1,user_c03158,user_c03158@gmail.com,03159dfdr1P
C03159,2/4/2021,40,F,FR,Regular,0,966.41,1,0,user_c03159,user_c03159@gmail.com,03160gvMg0s
C03160,9/19/2024,22,M,IN,Occasional Visitor,0,600.8,0,1,user_c03160,user_c03160@gmail.com,03161KESv3d
C03161,9/20/2023,21,F,US,Occasional Visitor,0,698.95,0,1,user_c03161,user_c03161@gmail.com,03162hVLRGV
C03162,1/20/2022,32,Prefer not to say,US,Budget Shopper,1,434.35,1,0,user_c03162,user_c03162@gmail.com,03163TdSnHj
C03163,7/10/2021,25,M,MX,Premium,0,2330.58,0,0,user_c03163,user_c03163@gmail.com,03164JV9Fio
C03164,9/24/2021,24,F,MX,Regular,0,914.99,0,0,user_c03164,user_c03164@gmail.com,031655RO2jt
C03165,4/17/2023,55,M,FR,Premium,0,1969.73,1,1,user_c03165,user_c03165@gmail.com,03166OtU7aZ
C03166,7/18/2021,18,F,US,Budget Shopper,0,566.25,1,0,user_c03166,user_c03166@gmail.com,03167FNSmhe
C03167,2/13/2022,59,F,US,Budget Shopper,0,499.68,1,1,user_c03167,user_c03167@gmail.com,03168ajM4hH
C03168,4/19/2022,38,F,UK,Budget Shopper,0,500.56,1,1,user_c03168,user_c03168@gmail.com,03169gpngEb
C03169,5/7/2023,46,F,FR,Regular,0,1086.42,0,0,user_c03169,user_c03169@gmail.com,031701GCzd7
C03170,5/12/2024,45,Prefer not to say,US,Occasional Visitor,0,620.99,1,0,user_c03170,user_c03170@gmail.com,03171htzEl0
C03171,5/14/2022,42,F,US,Premium,0,3262.08,0,1,user_c03171,user_c03171@gmail.com,03172p12Iq0
C03172,2/9/2020,54,Prefer not to say,BR,Premium,0,3619.39,1,0,user_c03172,user_c03172@gmail.com,03173NRC2QN
C03173,3/24/2024,22,M,DE,Occasional Visitor,0,1047.7,1,1,user_c03173,user_c03173@gmail.com,03174hBjObl
C03174,9/26/2020,33,Prefer not to say,DE,Premium,0,1341.47,1,1,user_c03174,user_c03174@gmail.com,03175j0VQpk
C03175,10/19/2021,24,M,JP,Budget Shopper,0,417.3,1,1,user_c03175,user_c03175@gmail.com,03176GVSImE
C03176,9/15/2022,18,M,CA,VIP,0,5885,0,1,user_c03176,user_c03176@gmail.com,03177EssQg9
C03177,6/30/2021,27,M,US,Regular,0,893.72,1,0,user_c03177,user_c03177@gmail.com,03178LFxQrz
C03178,2/10/2021,57,M,BR,Budget Shopper,1,412.37,1,1,user_c03178,user_c03178@gmail.com,03179ySZgDA
C03179,9/14/2022,32,F,MX,Regular,0,722.88,1,0,user_c03179,user_c03179@gmail.com,031800BjbsD
C03180,7/27/2022,58,M,US,VIP,0,4547.11,0,1,user_c03180,user_c03180@gmail.com,03181hKyaLt
C03181,10/14/2022,60,F,US,Budget Shopper,0,397.31,1,0,user_c03181,user_c03181@gmail.com,03182cPP5QN
C03182,7/25/2021,70,M,US,Regular,0,442.48,1,0,user_c03182,user_c03182@gmail.com,03183Cc66w9
C03183,9/14/2023,57,M,US,Budget Shopper,0,643.93,0,0,user_c03183,user_c03183@gmail.com,03184iD4UDr
C03184,5/3/2022,63,F,US,Budget Shopper,0,552.09,1,1,user_c03184,user_c03184@gmail.com,03185akwG23
C03185,6/25/2023,38,F,US,Budget Shopper,0,333.05,1,1,user_c03185,user_c03185@gmail.com,03186Gnw5TH
C03186,9/14/2020,37,M,DE,Premium,0,2920.76,1,0,user_c03186,user_c03186@gmail.com,03187yGelPj
C03187,3/9/2023,38,F,US,VIP,0,5158.61,1,0,user_c03187,user_c03187@gmail.com,03188wPUKvD
C03188,12/28/2021,35,F,BR,Budget Shopper,1,644.91,1,1,user_c03188,user_c03188@gmail.com,03189T2YirY
C03189,5/23/2024,36,M,CA,Budget Shopper,0,591.78,0,0,user_c03189,user_c03189@gmail.com,03190WQt7ze
C03190,4/27/2022,44,M,US,Budget Shopper,1,403.08,1,1,user_c03190,user_c03190@gmail.com,0319161PEy9
C03191,7/18/2023,29,Prefer not to say,AU,Budget Shopper,0,583.61,1,1,user_c03191,user_c03191@gmail.com,03192EMQlKT
C03192,4/8/2021,18,M,DE,Regular,0,1295.59,1,0,user_c03192,user_c03192@gmail.com,031937GXQHq
C03193,5/5/2020,39,M,FR,Premium,1,3033.32,1,1,user_c03193,user_c03193@gmail.com,03194iSuL9L
C03194,6/1/2022,26,M,IN,Regular,1,1374.29,1,0,user_c03194,user_c03194@gmail.com,03195wLN1ze
C03195,9/4/2021,27,M,AU,Regular,0,1671.53,1,1,user_c03195,user_c03195@gmail.com,03196cb2Uko
C03196,2/16/2023,33,Non-binary,AU,Regular,0,1361.96,0,1,user_c03196,user_c03196@gmail.com,03197gQgF7R
C03197,6/26/2021,30,Non-binary,FR,Budget Shopper,0,401.93,1,1,user_c03197,user_c03197@gmail.com,03198EuWoXZ
C03198,1/24/2023,48,F,US,Budget Shopper,0,522.16,1,0,user_c03198,user_c03198@gmail.com,031996UYpg5
C03199,9/18/2020,32,F,DE,VIP,0,3688.68,0,1,user_c03199,user_c03199@gmail.com,032004lU5yW
C03200,8/19/2020,48,F,CA,Premium,1,3125.63,0,1,user_c03200,user_c03200@gmail.com,03201A7edNq
C03201,4/13/2021,37,F,JP,VIP,0,3929.65,0,1,user_c03201,user_c03201@gmail.com,03202hc2VeC
C03202,1/13/2022,33,F,UK,VIP,0,7788.94,1,1,user_c03202,user_c03202@gmail.com,03203WxMO1b
C03203,5/25/2022,36,Prefer not to say,US,Regular,0,1019.58,0,1,user_c03203,user_c03203@gmail.com,032047lugSC
C03204,3/22/2021,19,M,UK,VIP,0,4945.09,1,0,user_c03204,user_c03204@gmail.com,03205yiOKJm
C03205,3/11/2022,39,M,UK,Regular,0,972.21,0,1,user_c03205,user_c03205@gmail.com,03206mqFCRs
C03206,3/9/2022,45,F,UK,Budget Shopper,0,410.39,1,0,user_c03206,user_c03206@gmail.com,03207omVkB0
C03207,5/31/2022,46,F,CA,Budget Shopper,0,433.71,1,0,user_c03207,user_c03207@gmail.com,03208HZYmfL
C03208,12/1/2023,18,M,JP,Budget Shopper,0,528.96,1,0,user_c03208,user_c03208@gmail.com,03209bO9Qgn
C03209,1/8/2023,18,M,US,Budget Shopper,0,502.21,0,0,user_c03209,user_c03209@gmail.com,03210cZi5ax
C03210,6/23/2022,28,F,JP,Regular,0,982.58,1,0,user_c03210,user_c03210@gmail.com,03211XAKI3e
C03211,8/14/2022,51,F,AU,Premium,1,2583.89,1,0,user_c03211,user_c03211@gmail.com,03212vlRU96
C03212,11/3/2021,37,F,US,Premium,0,2074.3,1,1,user_c03212,user_c03212@gmail.com,03213UPHFm1
C03213,4/25/2024,25,F,US,Regular,0,1098.63,0,1,user_c03213,user_c03213@gmail.com,03214nK0EGw
C03214,12/20/2022,18,F,BR,Budget Shopper,1,720.73,0,0,user_c03214,user_c03214@gmail.com,03215wN5J2i
C03215,10/2/2020,26,F,AU,Premium,0,2056.15,0,1,user_c03215,user_c03215@gmail.com,03216ZeCBOy
C03216,12/20/2022,25,F,US,Regular,0,1016.57,1,1,user_c03216,user_c03216@gmail.com,032173eKfiY
C03217,9/15/2023,46,M,CA,Budget Shopper,0,355.65,1,1,user_c03217,user_c03217@gmail.com,03218HtghFo
C03218,9/29/2021,47,M,US,Budget Shopper,0,457.71,1,0,user_c03218,user_c03218@gmail.com,03219dMIvbo
C03219,9/16/2021,22,M,DE,Regular,0,1203.01,1,1,user_c03219,user_c03219@gmail.com,0322008s71q
C03220,2/4/2023,44,F,US,Budget Shopper,0,433.92,1,1,user_c03220,user_c03220@gmail.com,03221yTwe33
C03221,2/2/2023,42,F,US,Premium,0,1719.48,0,0,user_c03221,user_c03221@gmail.com,03222k9seIK
C03222,3/2/2021,20,M,US,Premium,0,2616.9,1,0,user_c03222,user_c03222@gmail.com,03223p2H7NG
C03223,10/8/2021,33,F,CA,Premium,1,2680.37,0,1,user_c03223,user_c03223@gmail.com,03224tzNdIS
C03224,4/16/2023,39,F,US,Budget Shopper,0,576.75,1,1,user_c03224,user_c03224@gmail.com,032255hLE76
C03225,4/26/2022,36,M,FR,Premium,0,1656.54,1,1,user_c03225,user_c03225@gmail.com,03226qPbcvA
C03226,7/4/2020,18,M,AU,Premium,0,3222.32,0,0,user_c03226,user_c03226@gmail.com,03227qmv4Wd
C03227,5/20/2022,36,F,DE,Budget Shopper,0,439.02,1,0,user_c03227,user_c03227@gmail.com,03228inJ0Uv
C03228,6/22/2024,42,M,BR,Regular,0,822.88,1,0,user_c03228,user_c03228@gmail.com,032297WQ64d
C03229,2/8/2024,53,F,AU,Regular,0,1381.75,1,1,user_c03229,user_c03229@gmail.com,03230pFeZ8K
C03230,9/13/2023,26,F,US,Regular,0,1467.2,1,1,user_c03230,user_c03230@gmail.com,032315NS1WZ
C03231,1/31/2021,28,F,US,Budget Shopper,0,460.58,0,1,user_c03231,user_c03231@gmail.com,03232cwe8AM
C03232,6/17/2022,32,F,DE,Regular,1,871,1,1,user_c03232,user_c03232@gmail.com,03233VN7f4J
C03233,3/7/2021,38,F,FR,Budget Shopper,1,555.29,1,1,user_c03233,user_c03233@gmail.com,03234E8irUc
C03234,1/20/2022,36,Non-binary,JP,Budget Shopper,0,333.44,1,0,user_c03234,user_c03234@gmail.com,03235gcFGoP
C03235,1/9/2024,42,M,US,Budget Shopper,0,818.95,1,0,user_c03235,user_c03235@gmail.com,03236wBEtY2
C03236,1/11/2024,21,M,US,Occasional Visitor,0,593.58,0,1,user_c03236,user_c03236@gmail.com,032374ob7db
C03237,8/3/2021,39,M,IN,Budget Shopper,0,544.52,1,0,user_c03237,user_c03237@gmail.com,03238XYZmIM
C03238,7/10/2023,26,F,BR,Regular,0,1055.8,1,0,user_c03238,user_c03238@gmail.com,032393yRRVb
C03239,8/27/2023,33,F,UK,Regular,0,847.07,0,0,user_c03239,user_c03239@gmail.com,03240JEdyXy
C03240,4/16/2022,55,F,UK,VIP,0,3830.26,1,1,user_c03240,user_c03240@gmail.com,03241SiBSBJ
C03241,10/30/2023,18,M,IN,Regular,0,1410.13,1,0,user_c03241,user_c03241@gmail.com,03242ihCh5N
C03242,6/14/2022,31,F,UK,VIP,0,5459.07,0,0,user_c03242,user_c03242@gmail.com,032435xwmvB
C03243,3/21/2023,19,F,AU,Budget Shopper,0,412.99,0,0,user_c03243,user_c03243@gmail.com,032446dpofL
C03244,2/9/2024,36,F,JP,Budget Shopper,0,430.01,0,1,user_c03244,user_c03244@gmail.com,03245aoAVW4
C03245,2/18/2022,47,F,US,Regular,0,876.25,1,1,user_c03245,user_c03245@gmail.com,03246ZYIKcZ
C03246,8/6/2022,37,F,US,Regular,0,1342.29,1,1,user_c03246,user_c03246@gmail.com,03247a3Up0d
C03247,12/19/2021,33,F,JP,Premium,0,2953.39,1,1,user_c03247,user_c03247@gmail.com,03248ediCls
C03248,5/4/2022,50,M,UK,VIP,0,5659.18,1,0,user_c03248,user_c03248@gmail.com,03249cuwMP4
C03249,8/31/2022,38,F,US,Regular,0,1169.78,0,0,user_c03249,user_c03249@gmail.com,03250psiMzE
C03250,2/11/2024,44,M,UK,Occasional Visitor,1,925.33,1,1,user_c03250,user_c03250@gmail.com,03251QhQeeq
C03251,7/30/2021,43,M,CA,Regular,0,646.53,1,1,user_c03251,user_c03251@gmail.com,032528InFTV
C03252,3/26/2023,18,F,US,Budget Shopper,0,534.39,1,0,user_c03252,user_c03252@gmail.com,032530w562o
C03253,6/7/2021,34,M,FR,Regular,0,1393.82,1,1,user_c03253,user_c03253@gmail.com,03254CTt8xX
C03254,8/29/2022,22,M,US,Budget Shopper,0,528.87,1,0,user_c03254,user_c03254@gmail.com,03255Js3PpH
C03255,6/5/2021,25,F,US,Premium,0,2431.78,0,1,user_c03255,user_c03255@gmail.com,032565ruSIG
C03256,9/19/2023,52,F,US,Budget Shopper,1,420.5,1,1,user_c03256,user_c03256@gmail.com,03257gdw5AT
C03257,9/1/2022,30,M,CA,Regular,1,943.41,0,1,user_c03257,user_c03257@gmail.com,032588NFrfn
C03258,1/7/2021,57,M,IN,Regular,0,956.09,0,1,user_c03258,user_c03258@gmail.com,032596i1Hot
C03259,10/8/2022,18,F,CA,Budget Shopper,1,527.88,1,0,user_c03259,user_c03259@gmail.com,03260VJnhxU
C03260,10/3/2021,21,F,IN,Budget Shopper,0,439.36,1,0,user_c03260,user_c03260@gmail.com,032610YjcpS
C03261,4/29/2021,44,F,US,Premium,0,1305.96,0,1,user_c03261,user_c03261@gmail.com,03262CPWD8h
C03262,1/14/2022,30,F,US,Budget Shopper,1,599.72,1,0,user_c03262,user_c03262@gmail.com,03263bF1crr
C03263,8/1/2021,38,F,UK,Regular,0,1243.61,0,0,user_c03263,user_c03263@gmail.com,03264Lyt09f
C03264,4/21/2024,33,M,AU,Regular,0,1197.7,1,0,user_c03264,user_c03264@gmail.com,03265dr2NyF
C03265,11/20/2021,33,F,CA,Budget Shopper,0,382.89,1,1,user_c03265,user_c03265@gmail.com,03266b3yyCc
C03266,10/9/2022,31,M,AU,Budget Shopper,0,438.47,1,1,user_c03266,user_c03266@gmail.com,03267onylQB
C03267,11/22/2022,37,M,US,Premium,0,2711.39,1,1,user_c03267,user_c03267@gmail.com,03268IdQtcI
C03268,12/28/2023,42,Non-binary,JP,Occasional Visitor,0,805.29,1,1,user_c03268,user_c03268@gmail.com,03269Ww7b6M
C03269,4/10/2024,54,F,AU,Budget Shopper,0,412.76,0,1,user_c03269,user_c03269@gmail.com,03270W5v716
C03270,1/21/2024,32,M,BR,Occasional Visitor,0,1059.93,1,0,user_c03270,user_c03270@gmail.com,03271qZWLnW
C03271,4/23/2024,30,M,US,Regular,0,867.04,0,1,user_c03271,user_c03271@gmail.com,03272bvU1NB
C03272,7/31/2022,28,F,US,Regular,0,279.11,1,0,user_c03272,user_c03272@gmail.com,032733BYU7V
C03273,1/19/2020,52,M,CA,Premium,1,2452.39,0,0,user_c03273,user_c03273@gmail.com,03274WdZgJy
C03274,1/12/2023,43,Non-binary,UK,Premium,0,2477.94,1,1,user_c03274,user_c03274@gmail.com,032758U7Rs2
C03275,1/7/2023,18,M,AU,Premium,0,2434.79,1,0,user_c03275,user_c03275@gmail.com,032768IDBKU
C03276,5/12/2024,18,M,US,Regular,0,1210.5,1,1,user_c03276,user_c03276@gmail.com,03277KXHqk9
C03277,6/8/2021,25,M,CA,Regular,0,946.83,1,1,user_c03277,user_c03277@gmail.com,03278yDV7pi
C03278,12/14/2023,37,F,US,Regular,0,1382.18,1,0,user_c03278,user_c03278@gmail.com,032796arZR8
C03279,3/12/2022,34,M,UK,Budget Shopper,1,329.23,1,0,user_c03279,user_c03279@gmail.com,03280rfpXIs
C03280,12/9/2022,41,M,US,Premium,0,2387.15,0,1,user_c03280,user_c03280@gmail.com,03281vKzcNr
C03281,5/14/2024,32,Non-binary,BR,Budget Shopper,0,421.77,1,1,user_c03281,user_c03281@gmail.com,03282xrQqYP
C03282,9/11/2021,51,M,US,Budget Shopper,0,625.84,0,1,user_c03282,user_c03282@gmail.com,03283ZXMaht
C03283,4/19/2022,44,F,CA,Budget Shopper,0,400.69,1,0,user_c03283,user_c03283@gmail.com,03284KQu1q2
C03284,12/9/2021,35,M,US,Budget Shopper,0,508.87,0,1,user_c03284,user_c03284@gmail.com,03285lCDbCa
C03285,1/24/2022,48,F,US,Regular,0,1123.41,1,0,user_c03285,user_c03285@gmail.com,03286Dc9wEO
C03286,1/31/2023,18,M,UK,Regular,0,1153.85,1,0,user_c03286,user_c03286@gmail.com,032872JnAdL
C03287,6/11/2022,33,F,US,Regular,0,899.28,0,0,user_c03287,user_c03287@gmail.com,032888fr5NJ
C03288,4/18/2023,36,F,CA,Budget Shopper,0,545.71,1,0,user_c03288,user_c03288@gmail.com,03289u9eClq
C03289,5/11/2023,42,F,US,Regular,0,1107.87,1,1,user_c03289,user_c03289@gmail.com,03290XYrq3F
C03290,9/16/2021,18,Non-binary,FR,Regular,0,1194.43,0,1,user_c03290,user_c03290@gmail.com,03291ioOlj3
C03291,2/26/2020,31,M,IN,Premium,0,3344.65,0,0,user_c03291,user_c03291@gmail.com,03292NPdohP
C03292,8/11/2023,39,M,FR,Regular,0,1131.91,0,1,user_c03292,user_c03292@gmail.com,03293clRG3C
C03293,8/20/2021,40,M,US,Regular,0,826.35,1,0,user_c03293,user_c03293@gmail.com,03294LucJTo
C03294,9/13/2021,49,F,UK,Regular,0,1639.28,1,0,user_c03294,user_c03294@gmail.com,03295d8Tqqb
C03295,5/14/2024,44,M,US,Occasional Visitor,0,995.82,1,0,user_c03295,user_c03295@gmail.com,03296R222wI
C03296,12/1/2020,34,F,UK,Premium,0,2792.42,1,0,user_c03296,user_c03296@gmail.com,03297TcMpwg
C03297,8/31/2021,43,Prefer not to say,IN,Regular,0,1049.77,0,0,user_c03297,user_c03297@gmail.com,03298eGChGe
C03298,1/27/2022,32,M,US,Regular,0,1303.42,0,1,user_c03298,user_c03298@gmail.com,03299pnuKx1
C03299,10/29/2022,36,M,US,Budget Shopper,0,242.83,1,1,user_c03299,user_c03299@gmail.com,033000RAePB
C03300,12/15/2022,44,F,IN,VIP,0,6932.81,1,1,user_c03300,user_c03300@gmail.com,033014sjbuM
C03301,6/15/2024,34,M,UK,Regular,0,1346.49,1,0,user_c03301,user_c03301@gmail.com,03302YxvA5P
C03302,7/24/2023,39,M,US,Budget Shopper,1,477.87,1,0,user_c03302,user_c03302@gmail.com,03303xE8sNb
C03303,11/2/2024,46,M,JP,Occasional Visitor,0,974.19,0,1,user_c03303,user_c03303@gmail.com,03304kxcs7j
C03304,11/8/2021,43,F,US,Premium,0,2771.3,1,1,user_c03304,user_c03304@gmail.com,033056LbgMn
C03305,6/6/2022,49,F,AU,Budget Shopper,0,373.83,1,1,user_c03305,user_c03305@gmail.com,03306ZuGTXV
C03306,1/21/2022,62,M,US,Budget Shopper,0,522.37,1,1,user_c03306,user_c03306@gmail.com,03307GYLTw8
C03307,11/4/2023,43,M,JP,Budget Shopper,0,546.88,1,0,user_c03307,user_c03307@gmail.com,03308ny1LcQ
C03308,6/27/2024,29,F,AU,Regular,0,1063.19,1,1,user_c03308,user_c03308@gmail.com,03309UjyWPf
C03309,5/13/2022,41,M,US,Budget Shopper,1,472.6,0,1,user_c03309,user_c03309@gmail.com,033109e97oK
C03310,3/19/2022,40,F,MX,VIP,0,6126.56,1,1,user_c03310,user_c03310@gmail.com,03311GKOJUA
C03311,9/24/2022,42,F,US,VIP,0,5219.99,0,1,user_c03311,user_c03311@gmail.com,03312IUh24H
C03312,9/27/2023,52,Non-binary,IN,Regular,1,1616.4,1,0,user_c03312,user_c03312@gmail.com,03313ZdMEQH
C03313,9/21/2021,18,F,DE,Regular,0,920.37,1,0,user_c03313,user_c03313@gmail.com,03314HCurm1
C03314,5/13/2024,53,F,US,Budget Shopper,0,551.18,1,1,user_c03314,user_c03314@gmail.com,03315Ks6pvp
C03315,10/5/2022,57,F,CA,Budget Shopper,0,384.94,1,1,user_c03315,user_c03315@gmail.com,03316ZXxoDu
C03316,2/23/2020,41,F,US,Premium,0,2806.49,1,1,user_c03316,user_c03316@gmail.com,03317VhSpCU
C03317,5/31/2021,42,M,CA,Budget Shopper,0,360.71,1,0,user_c03317,user_c03317@gmail.com,0331894Axfw
C03318,7/18/2023,32,F,CA,Budget Shopper,0,536.03,1,0,user_c03318,user_c03318@gmail.com,03319JGe6xP
C03319,6/29/2022,35,F,UK,Regular,0,1424.67,1,0,user_c03319,user_c03319@gmail.com,03320EMoCYA
C03320,5/18/2021,43,F,IN,Budget Shopper,0,506.5,0,0,user_c03320,user_c03320@gmail.com,03321oK00i7
C03321,10/26/2022,42,F,JP,Regular,0,827.57,1,1,user_c03321,user_c03321@gmail.com,03322IpX6AR
C03322,2/4/2022,43,M,CA,Premium,0,2967.05,0,0,user_c03322,user_c03322@gmail.com,03323LQiMqY
C03323,4/11/2020,42,M,DE,Premium,0,2616.12,1,0,user_c03323,user_c03323@gmail.com,03324svuhfA
C03324,3/23/2022,45,M,US,Regular,0,1076.56,0,0,user_c03324,user_c03324@gmail.com,03325AGjKFO
C03325,8/13/2021,44,M,MX,Premium,0,1819.34,1,0,user_c03325,user_c03325@gmail.com,033264Xm5l4
C03326,9/23/2023,22,F,IN,Regular,0,657.15,1,1,user_c03326,user_c03326@gmail.com,03327DakhAq
C03327,4/11/2022,44,F,JP,Premium,0,3750.96,1,0,user_c03327,user_c03327@gmail.com,03328WJT7EV
C03328,4/22/2021,57,F,AU,Regular,0,942.37,0,1,user_c03328,user_c03328@gmail.com,03329gi3c1B
C03329,2/23/2023,34,Non-binary,US,Budget Shopper,0,375.88,1,0,user_c03329,user_c03329@gmail.com,03330bSkeiG
C03330,2/25/2023,52,Prefer not to say,US,VIP,0,5393.33,1,1,user_c03330,user_c03330@gmail.com,033313H6y5B
C03331,3/11/2021,23,M,UK,Budget Shopper,1,372.74,0,0,user_c03331,user_c03331@gmail.com,03332wizSJp
C03332,6/12/2024,34,F,US,Budget Shopper,1,562.27,0,1,user_c03332,user_c03332@gmail.com,03333Tshv50
C03333,5/2/2021,27,M,CA,Budget Shopper,0,668.88,1,1,user_c03333,user_c03333@gmail.com,033345vLMNg
C03334,3/6/2023,51,F,US,Regular,1,809.09,1,1,user_c03334,user_c03334@gmail.com,03335UceV6w
C03335,3/25/2022,54,F,FR,Regular,0,1017.84,0,1,user_c03335,user_c03335@gmail.com,033368C6AOC
C03336,12/12/2023,33,M,DE,Regular,0,1218.48,1,1,user_c03336,user_c03336@gmail.com,03337V1BsWE
C03337,12/22/2022,49,M,US,VIP,0,3477.34,1,0,user_c03337,user_c03337@gmail.com,03338SiUlUX
C03338,1/15/2024,54,F,FR,Budget Shopper,0,386.14,0,0,user_c03338,user_c03338@gmail.com,03339L607Gf
C03339,11/8/2023,34,M,US,Regular,0,1067.89,1,0,user_c03339,user_c03339@gmail.com,03340j5aLLx
C03340,1/31/2022,36,M,US,Regular,0,1639.21,0,0,user_c03340,user_c03340@gmail.com,03341RPDyuC
C03341,8/16/2021,43,F,UK,Premium,0,1888.32,1,0,user_c03341,user_c03341@gmail.com,03342lGULr8
C03342,7/7/2023,24,M,US,Budget Shopper,0,464.65,1,0,user_c03342,user_c03342@gmail.com,03343XgotFv
C03343,8/3/2021,36,F,US,Budget Shopper,0,809.95,1,0,user_c03343,user_c03343@gmail.com,03344dKH5HL
C03344,1/7/2023,60,F,US,Regular,0,1318.67,1,1,user_c03344,user_c03344@gmail.com,03345G27Bsu
C03345,11/7/2021,28,M,US,Premium,0,1383.44,1,1,user_c03345,user_c03345@gmail.com,03346yuWl9j
C03346,6/8/2023,45,M,US,Premium,0,2259.88,1,1,user_c03346,user_c03346@gmail.com,03347c08V4U
C03347,3/5/2021,41,M,UK,Regular,0,1260.87,0,0,user_c03347,user_c03347@gmail.com,03348nBHrK4
C03348,4/30/2020,33,Prefer not to say,IN,Premium,0,3268.01,0,1,user_c03348,user_c03348@gmail.com,03349Nugwsk
C03349,2/8/2021,37,F,US,Regular,0,1483.04,1,0,user_c03349,user_c03349@gmail.com,03350hsrFCo
